year,night,bat,roost,sexage,minute
2019,142,37,A,old female,49
2019,142,6,A,old female,47
2019,142,11,A,young female,44
2019,142,38,A,young female,42
2019,142,38,A,young female,41
2019,142,47,A,young female,38
2019,142,64,A,old female,37
2019,142,3,A,young female,37
2019,142,3,A,young female,36
2019,142,2,A,old female,35
2019,142,40,A,old female,34
2019,142,40,A,old female,33
2019,143,10,A,young female,66
2019,143,66,A,young female,66
2019,143,66,A,young female,65
2019,143,67,A,young female,64
2019,143,67,A,young female,63
2019,143,17,A,young female,53
2019,143,55,A,young female,49
2019,143,15,A,young female,49
2019,143,64,A,old female,47
2019,143,29,A,young female,45
2019,143,50,A,old female,44
2019,143,20,A,young female,44
2019,143,63,A,old female,43
2019,143,61,A,old female,40
2019,143,11,A,young female,39
2019,143,4,A,old female,38
2019,143,40,A,old female,35
2019,143,73,A,old female,35
2019,143,37,A,old female,34
2019,143,32,A,young female,34
2019,143,2,A,old female,33
2019,143,38,A,young female,33
2019,143,6,A,old female,30
2019,144,6,A,old female,73
2019,144,20,A,young female,71
2019,144,61,A,old female,71
2019,144,61,A,old female,70
2019,144,64,A,old female,70
2019,144,72,A,old female,67
2019,144,63,A,old female,63
2019,144,11,A,young female,62
2019,144,3,A,young female,62
2019,144,17,A,young female,62
2019,144,66,A,young female,62
2019,144,55,A,young female,61
2019,144,15,A,young female,60
2019,144,15,A,young female,59
2019,144,10,A,young female,59
2019,144,10,A,young female,58
2019,144,72,A,old female,57
2019,144,72,A,old female,56
2019,144,37,A,old female,56
2019,144,73,A,old female,55
2019,144,13,A,old female,50
2019,144,27,A,young female,49
2019,144,35,A,young female,49
2019,144,35,A,young female,48
2019,144,19,A,old female,48
2019,144,38,A,young female,47
2019,144,19,A,old female,47
2019,144,30,A,young female,47
2019,144,19,A,old female,46
2019,144,47,A,young female,46
2019,144,30,A,young female,46
2019,144,56,A,old female,41
2019,144,41,A,young female,35
2019,144,41,A,young female,34
2019,144,16,A,young female,34
2019,144,42,A,old female,34
2019,144,42,A,old female,33
2019,144,16,A,young female,33
2019,144,74,A,young female,31
2019,144,5,A,old female,30
2019,144,44,A,old female,30
2019,151,19,A,old female,74
2019,151,19,A,old female,73
2019,151,31,A,young female,72
2019,151,50,A,old female,72
2019,151,71,A,old female,69
2019,151,7,A,old female,65
2019,151,64,A,old female,64
2019,151,72,A,old female,64
2019,151,63,A,old female,63
2019,151,41,A,young female,61
2019,151,73,A,old female,61
2019,151,41,A,young female,60
2019,151,9,A,young female,60
2019,151,4,A,old female,58
2019,151,4,A,old female,57
2019,151,30,A,young female,56
2019,151,51,A,young female,55
2019,151,35,A,young female,55
2019,151,35,A,young female,54
2019,151,9,A,young female,52
2019,151,74,A,young female,52
2019,151,2,A,old female,50
2019,151,55,A,young female,47
2019,151,27,A,young female,47
2019,151,38,A,young female,46
2019,151,27,A,young female,46
2019,151,42,A,old female,44
2019,151,42,A,old female,43
2019,151,40,A,old female,42
2019,151,40,A,old female,41
2019,151,57,A,old female,38
2019,151,57,A,old female,37
2019,152,64,A,old female,68
2019,152,64,A,old female,67
2019,152,73,A,old female,67
2019,152,56,A,old female,64
2019,152,72,A,old female,60
2019,152,72,A,old female,59
2019,152,31,A,young female,58
2019,152,32,A,young female,57
2019,152,37,A,old female,55
2019,152,32,A,young female,55
2019,152,50,A,old female,52
2019,152,63,A,old female,47
2019,152,27,A,young female,44
2019,152,55,A,young female,41
2019,152,42,A,old female,41
2019,152,38,A,young female,40
2019,152,40,A,old female,40
2019,152,6,A,old female,40
2019,152,74,A,young female,39
2019,152,74,A,young female,38
2019,152,2,A,old female,38
2019,152,5,A,old female,31
2019,153,72,A,old female,72
2019,153,72,A,old female,71
2019,153,73,A,old female,71
2019,153,57,A,old female,64
2019,153,22,A,old female,63
2019,153,22,A,old female,62
2019,153,57,A,old female,62
2019,153,57,A,old female,61
2019,153,50,A,old female,60
2019,153,50,A,old female,58
2019,153,56,A,old female,54
2019,153,42,A,old female,52
2019,153,66,A,young female,50
2019,153,46,A,young female,49
2019,153,27,A,young female,49
2019,153,27,A,young female,48
2019,153,63,A,old female,46
2019,153,6,A,old female,46
2019,153,6,A,old female,45
2019,153,55,A,young female,45
2019,153,55,A,young female,44
2019,153,38,A,young female,40
2019,153,74,A,young female,38
2019,153,2,A,old female,38
2019,153,38,A,young female,34
2019,153,5,A,old female,34
2019,154,44,A,old female,72
2019,154,4,A,old female,69
2019,154,20,A,young female,69
2019,154,38,A,young female,59
2019,154,73,A,old female,57
2019,154,72,A,old female,54
2019,154,47,A,young female,53
2019,154,55,A,young female,52
2019,154,15,A,young female,52
2019,154,27,A,young female,51
2019,154,32,A,young female,49
2019,154,42,A,old female,49
2019,154,2,A,old female,49
2019,154,27,A,young female,49
2019,154,2,A,old female,48
2019,154,32,A,young female,48
2019,154,27,A,young female,48
2019,154,66,A,young female,48
2019,154,50,A,old female,47
2019,154,73,A,old female,45
2019,154,6,A,old female,44
2019,154,56,A,old female,44
2019,154,74,A,young female,41
2019,154,49,A,young female,39
2019,154,5,A,old female,35
2019,154,63,A,old female,34
2019,154,63,A,old female,33
2019,154,11,A,young female,32
2019,154,33,A,young female,32
2019,155,37,B,old female,74
2019,155,54,B,young female,74
2019,155,54,B,young female,73
2019,155,47,B,young female,73
2019,155,47,B,young female,72
2019,155,37,B,old female,72
2019,155,62,B,young female,72
2019,155,50,A,old female,69
2019,155,50,A,old female,68
2019,155,30,B,young female,68
2019,155,30,B,young female,67
2019,155,38,A,young female,67
2019,155,71,A,old female,66
2019,155,19,A,old female,66
2019,155,22,B,old female,65
2019,155,19,A,old female,65
2019,155,45,B,old female,65
2019,155,45,B,old female,64
2019,155,19,B,old female,64
2019,155,19,B,old female,63
2019,155,3,B,young female,57
2019,155,3,B,young female,56
2019,155,27,A,young female,55
2019,155,56,A,old female,55
2019,155,17,A,young female,55
2019,155,42,A,old female,53
2019,155,63,A,old female,53
2019,155,44,A,old female,52
2019,155,31,A,young female,52
2019,155,60,B,young female,51
2019,155,34,B,young female,50
2019,155,10,B,young female,48
2019,155,2,A,old female,48
2019,155,66,A,young female,47
2019,155,1,B,young female,47
2019,155,40,B,old female,46
2019,155,74,A,young female,45
2019,155,6,A,old female,44
2019,155,74,A,young female,44
2019,155,69,A,young female,44
2019,155,69,A,young female,43
2019,155,15,A,young female,42
2019,155,21,B,old female,37
2019,156,10,B,young female,74
2019,156,10,B,young female,73
2019,156,37,B,old female,73
2019,156,50,B,old female,71
2019,156,37,B,old female,71
2019,156,37,B,old female,70
2019,156,50,B,old female,70
2019,156,54,B,young female,70
2019,156,64,A,old female,70
2019,156,64,A,old female,69
2019,156,13,B,old female,68
2019,156,60,B,young female,67
2019,156,45,B,old female,67
2019,156,47,B,young female,67
2019,156,32,B,young female,67
2019,156,22,B,old female,66
2019,156,56,A,old female,65
2019,156,56,A,old female,64
2019,156,33,A,young female,64
2019,156,56,A,old female,63
2019,156,17,A,young female,63
2019,156,33,A,young female,63
2019,156,3,B,young female,62
2019,156,3,B,young female,61
2019,156,73,A,old female,60
2019,156,42,A,old female,60
2019,156,29,B,young female,60
2019,156,29,B,young female,59
2019,156,46,B,young female,59
2019,156,74,A,young female,58
2019,156,40,B,old female,58
2019,156,74,A,young female,57
2019,156,40,B,old female,57
2019,156,72,A,old female,57
2019,156,49,B,young female,57
2019,156,2,A,old female,57
2019,156,1,B,young female,56
2019,156,40,B,old female,56
2019,156,46,B,young female,56
2019,156,19,B,old female,56
2019,156,27,A,young female,56
2019,156,34,B,young female,55
2019,156,4,A,old female,55
2019,156,19,B,old female,55
2019,156,27,A,young female,55
2019,156,38,A,young female,55
2019,156,31,A,young female,55
2019,156,27,A,young female,54
2019,156,49,A,young female,54
2019,156,19,B,old female,54
2019,156,31,A,young female,54
2019,156,9,A,young female,53
2019,156,6,A,old female,53
2019,156,55,A,young female,48
2019,156,66,A,young female,48
2019,156,20,A,young female,48
2019,156,9,B,young female,46
2019,156,9,B,young female,45
2019,156,15,A,young female,45
2019,156,9,B,young female,44
2019,156,5,A,old female,43
2019,156,63,A,old female,41
2019,156,70,A,young female,32
2019,156,70,B,young female,31
2019,156,70,B,young female,30
2019,157,19,B,old female,74
2019,157,16,B,young female,74
2019,157,16,B,young female,73
2019,157,19,B,old female,73
2019,157,26,A,young female,67
2019,157,30,B,young female,65
2019,157,45,B,old female,64
2019,157,45,B,old female,63
2019,157,3,B,young female,63
2019,157,3,B,young female,61
2019,157,54,B,young female,59
2019,157,47,A,young female,57
2019,157,64,A,old female,56
2019,157,41,B,young female,56
2019,157,41,B,young female,55
2019,157,73,A,old female,54
2019,157,37,B,old female,53
2019,157,10,B,young female,53
2019,157,10,B,young female,52
2019,157,37,B,old female,52
2019,157,50,A,old female,52
2019,157,38,A,young female,52
2019,157,50,A,old female,51
2019,157,38,A,young female,51
2019,157,13,B,old female,51
2019,157,37,B,old female,51
2019,157,46,B,young female,51
2019,157,46,B,young female,50
2019,157,72,A,old female,50
2019,157,32,A,young female,49
2019,157,49,A,young female,49
2019,157,46,B,young female,48
2019,157,27,A,young female,47
2019,157,31,A,young female,47
2019,157,46,B,young female,47
2019,157,70,B,young female,47
2019,157,1,B,young female,47
2019,157,1,B,young female,46
2019,157,46,B,young female,46
2019,157,17,A,young female,46
2019,157,2,A,old female,46
2019,157,44,B,old female,45
2019,157,33,A,young female,45
2019,157,44,B,old female,44
2019,157,33,A,young female,44
2019,157,60,B,young female,43
2019,157,34,B,young female,43
2019,157,34,B,young female,42
2019,157,42,A,old female,42
2019,157,56,A,old female,39
2019,157,6,A,old female,33
2019,157,5,A,old female,31
2019,158,54,B,young female,74
2019,158,30,B,young female,74
2019,158,62,B,young female,74
2019,158,13,B,old female,73
2019,158,10,B,young female,73
2019,158,62,B,young female,73
2019,158,10,B,young female,72
2019,158,13,B,old female,72
2019,158,4,A,old female,72
2019,158,13,B,old female,71
2019,158,10,B,young female,71
2019,158,47,A,young female,71
2019,158,32,A,young female,68
2019,158,3,B,young female,67
2019,158,13,B,old female,67
2019,158,64,A,old female,67
2019,158,70,B,young female,67
2019,158,3,B,young female,66
2019,158,64,A,old female,66
2019,158,46,B,young female,66
2019,158,33,A,young female,65
2019,158,46,B,young female,65
2019,158,45,B,old female,65
2019,158,37,B,old female,65
2019,158,46,B,young female,64
2019,158,19,B,old female,64
2019,158,2,A,old female,64
2019,158,45,B,old female,63
2019,158,2,A,old female,62
2019,158,40,B,old female,62
2019,158,40,B,old female,61
2019,158,1,B,young female,61
2019,158,1,B,young female,60
2019,158,60,B,young female,59
2019,158,60,B,young female,58
2019,158,38,A,young female,58
2019,158,56,A,old female,58
2019,158,17,A,young female,56
2019,158,72,A,old female,56
2019,158,26,A,young female,56
2019,158,31,A,young female,56
2019,158,49,A,young female,55
2019,158,17,A,young female,55
2019,158,72,A,old female,55
2019,158,41,B,young female,53
2019,158,42,A,old female,53
2019,158,27,A,young female,50
2019,158,74,A,young female,47
2019,158,34,B,young female,47
2019,158,6,A,old female,47
2019,158,74,A,young female,46
2019,158,34,B,young female,46
2019,158,65,A,old female,43
2019,158,73,A,old female,43
2019,158,65,A,old female,42
2019,158,15,A,young female,42
2019,158,71,A,old female,41
2019,158,21,B,old female,40
2019,158,29,B,young female,39
2019,158,21,B,old female,39
2019,158,21,B,old female,38
2019,158,63,A,old female,35
2019,158,29,B,young female,34
2019,158,21,B,old female,31
2019,158,21,B,old female,30
2019,159,46,B,young female,72
2019,159,16,B,young female,72
2019,159,46,B,young female,71
2019,159,27,A,young female,70
2019,159,3,B,young female,70
2019,159,13,B,old female,70
2019,159,46,B,young female,69
2019,159,3,B,young female,69
2019,159,13,B,old female,69
2019,159,46,B,young female,68
2019,159,37,B,old female,68
2019,159,46,B,young female,67
2019,159,3,B,young female,67
2019,159,37,B,old female,67
2019,159,32,B,young female,66
2019,159,37,B,old female,66
2019,159,33,B,young female,65
2019,159,37,B,old female,65
2019,159,34,B,young female,65
2019,159,26,A,young female,65
2019,159,10,B,young female,64
2019,159,34,B,young female,64
2019,159,37,B,old female,64
2019,159,54,B,young female,64
2019,159,70,B,young female,64
2019,159,1,B,young female,64
2019,159,70,B,young female,63
2019,159,34,B,young female,63
2019,159,1,B,young female,63
2019,159,50,A,old female,63
2019,159,70,B,young female,62
2019,159,47,A,young female,62
2019,159,17,A,young female,62
2019,159,50,A,old female,60
2019,159,32,B,young female,60
2019,159,47,A,young female,60
2019,159,47,A,young female,59
2019,159,32,B,young female,59
2019,159,33,B,young female,59
2019,159,42,A,old female,59
2019,159,50,B,old female,56
2019,159,2,A,old female,56
2019,159,73,A,old female,56
2019,159,74,A,young female,56
2019,159,6,A,old female,55
2019,159,74,A,young female,55
2019,159,31,A,young female,55
2019,159,31,A,young female,54
2019,159,1,B,young female,54
2019,159,1,B,young female,53
2019,159,39,B,young female,52
2019,159,1,B,young female,52
2019,159,72,A,old female,52
2019,159,38,A,young female,52
2019,159,72,A,old female,51
2019,159,39,B,young female,51
2019,159,39,B,young female,50
2019,159,5,A,old female,48
2019,159,55,A,young female,47
2019,159,5,A,old female,47
2019,159,60,B,young female,46
2019,159,45,B,old female,45
2019,159,63,A,old female,44
2019,159,47,B,young female,42
2019,159,47,B,young female,41
2019,159,21,B,old female,38
2019,159,66,A,young female,33
2019,160,41,B,young female,73
2019,160,40,B,old female,72
2019,160,33,B,young female,72
2019,160,41,B,young female,72
2019,160,6,A,old female,72
2019,160,44,B,old female,71
2019,160,74,A,young female,71
2019,160,64,A,old female,71
2019,160,56,A,old female,70
2019,160,26,A,young female,68
2019,160,10,B,young female,64
2019,160,10,B,young female,63
2019,160,70,B,young female,63
2019,160,51,B,young female,63
2019,160,1,B,young female,62
2019,160,51,B,young female,62
2019,160,42,A,old female,62
2019,160,51,B,young female,61
2019,160,13,B,old female,61
2019,160,29,B,young female,60
2019,160,45,B,old female,60
2019,160,29,B,young female,59
2019,160,3,B,young female,59
2019,160,3,B,young female,58
2019,160,45,B,old female,58
2019,160,54,B,young female,57
2019,160,34,B,young female,56
2019,160,54,B,young female,56
2019,160,17,A,young female,54
2019,160,73,A,old female,53
2019,160,73,A,old female,52
2019,160,5,A,old female,52
2019,160,27,A,young female,46
2019,160,21,B,old female,46
2019,160,56,A,old female,45
2019,160,56,A,old female,44
2019,160,27,A,young female,44
2019,160,21,B,old female,44
2019,160,21,B,old female,43
2019,160,21,B,old female,42
2019,160,63,A,old female,42
2019,160,3,B,young female,41
2019,160,50,A,old female,41
2019,160,50,A,old female,40
2019,160,66,A,young female,34
2019,164,64,A,old female,73
2019,164,81,B,young female,73
2019,164,6,A,old female,72
2019,164,38,A,young female,72
2019,164,38,A,young female,71
2019,164,123,A,young female,71
2019,164,44,B,old female,71
2019,164,44,B,old female,70
2019,164,106,A,old female,69
2019,164,29,B,young female,68
2019,164,81,B,young female,68
2019,164,81,B,young female,67
2019,164,60,B,young female,67
2019,164,30,B,young female,67
2019,164,3,B,young female,66
2019,164,81,B,young female,66
2019,164,29,B,young female,66
2019,164,3,B,young female,65
2019,164,29,B,young female,65
2019,164,56,B,old female,65
2019,164,60,B,young female,63
2019,164,95,A,old female,63
2019,164,98,A,old female,62
2019,164,1,B,young female,62
2019,164,116,B,young female,61
2019,164,87,A,old female,61
2019,164,87,A,old female,60
2019,164,57,A,old female,60
2019,164,60,B,young female,60
2019,164,13,B,old female,60
2019,164,122,B,old female,60
2019,164,60,B,young female,59
2019,164,13,B,old female,59
2019,164,122,B,old female,59
2019,164,74,A,young female,59
2019,164,33,B,young female,58
2019,164,74,A,young female,58
2019,164,103,B,young female,58
2019,164,49,B,young female,58
2019,164,34,B,young female,58
2019,164,49,B,young female,57
2019,164,34,B,young female,57
2019,164,37,B,old female,57
2019,164,70,B,young female,55
2019,164,116,B,young female,55
2019,164,45,B,old female,53
2019,164,82,A,old female,53
2019,164,55,A,young female,50
2019,164,55,A,young female,49
2019,164,6,A,old female,48
2019,164,60,B,young female,48
2019,164,104,A,old female,46
2019,164,97,A,old female,46
2019,164,60,B,young female,45
2019,164,21,B,old female,45
2019,164,40,B,old female,45
2019,164,16,B,young female,44
2019,164,32,B,young female,44
2019,164,60,B,young female,44
2019,164,99,A,young female,44
2019,164,63,A,old female,39
2019,164,93,A,old female,38
2019,164,93,A,old female,37
2019,164,119,B,young female,34
2019,164,120,B,old female,34
2019,165,120,B,old female,74
2019,165,86,B,old female,74
2019,165,120,B,old female,73
2019,165,86,B,old female,73
2019,165,86,B,old female,72
2019,165,6,A,old female,71
2019,165,64,A,old female,70
2019,165,30,B,young female,70
2019,165,109,A,young female,68
2019,165,2,A,old female,68
2019,165,98,A,old female,68
2019,165,109,A,young female,67
2019,165,2,A,old female,67
2019,165,37,B,old female,67
2019,165,122,B,old female,67
2019,165,81,B,young female,66
2019,165,122,B,old female,66
2019,165,37,B,old female,66
2019,165,122,B,old female,65
2019,165,37,B,old female,65
2019,165,60,B,young female,65
2019,165,70,B,young female,64
2019,165,60,B,young female,64
2019,165,1,B,young female,64
2019,165,34,B,young female,63
2019,165,1,B,young female,63
2019,165,70,B,young female,63
2019,165,45,B,old female,63
2019,165,34,B,young female,62
2019,165,49,B,young female,62
2019,165,34,B,young female,61
2019,165,116,B,young female,59
2019,165,33,B,young female,59
2019,165,56,B,old female,59
2019,165,49,B,young female,59
2019,165,29,B,young female,59
2019,165,120,B,old female,59
2019,165,38,A,young female,59
2019,165,49,B,young female,58
2019,165,33,B,young female,58
2019,165,38,A,young female,58
2019,165,29,B,young female,58
2019,165,55,A,young female,58
2019,165,55,A,young female,57
2019,165,71,A,old female,54
2019,165,32,A,young female,54
2019,165,95,A,old female,53
2019,165,103,B,young female,51
2019,165,87,A,old female,50
2019,165,103,B,young female,49
2019,165,3,B,young female,48
2019,165,16,B,young female,47
2019,165,44,B,old female,46
2019,165,89,A,young female,42
2019,165,15,A,young female,42
2019,165,13,B,old female,42
2019,165,107,A,young female,40
2019,165,96,B,old female,40
2019,165,97,A,old female,40
2019,165,97,A,old female,39
2019,165,99,A,young female,39
2019,165,40,B,old female,38
2019,165,63,A,old female,37
2019,165,104,A,old female,36
2019,166,64,A,old female,70
2019,166,70,B,young female,69
2019,166,86,B,old female,68
2019,166,29,B,young female,68
2019,166,70,B,young female,68
2019,166,1,B,young female,68
2019,166,122,B,old female,68
2019,166,46,B,young female,68
2019,166,122,B,old female,67
2019,166,46,B,young female,67
2019,166,60,B,young female,64
2019,166,49,B,young female,64
2019,166,98,A,old female,64
2019,166,60,B,young female,63
2019,166,33,B,young female,63
2019,166,34,B,young female,63
2019,166,117,A,young female,63
2019,166,105,B,young female,63
2019,166,49,B,young female,60
2019,166,49,B,young female,59
2019,166,103,B,young female,59
2019,166,107,A,young female,59
2019,166,109,A,young female,57
2019,166,56,B,old female,56
2019,166,109,A,young female,54
2019,166,38,A,young female,54
2019,166,81,B,young female,54
2019,166,47,B,young female,50
2019,166,44,B,old female,49
2019,166,47,B,young female,49
2019,166,55,A,young female,49
2019,166,119,B,young female,47
2019,166,6,A,old female,46
2019,166,13,B,old female,45
2019,166,97,A,old female,45
2019,166,97,A,old female,44
2019,166,87,A,old female,43
2019,166,32,A,young female,43
2019,166,32,A,young female,42
2019,166,45,B,old female,42
2019,166,95,A,old female,42
2019,166,89,A,young female,42
2019,166,15,A,young female,40
2019,166,16,B,young female,39
2019,166,40,B,old female,35
2019,166,40,B,old female,34
2019,166,104,A,old female,34
2019,166,63,A,old female,33
2019,166,120,B,old female,32
2019,166,16,B,young female,30
2019,167,123,A,young female,73
2019,167,27,A,young female,72
2019,167,103,B,young female,71
2019,167,27,A,young female,71
2019,167,30,B,young female,71
2019,167,5,A,old female,69
2019,167,112,A,old female,69
2019,167,116,B,young female,68
2019,167,34,B,young female,67
2019,167,1,B,young female,67
2019,167,116,B,young female,67
2019,167,3,B,young female,65
2019,167,15,A,young female,65
2019,167,15,A,young female,64
2019,167,105,B,young female,64
2019,167,60,B,young female,60
2019,167,60,B,young female,59
2019,167,109,A,young female,59
2019,167,60,B,young female,58
2019,167,49,B,young female,58
2019,167,37,B,old female,58
2019,167,109,A,young female,57
2019,167,122,B,old female,57
2019,167,49,B,young female,57
2019,167,5,A,old female,57
2019,167,37,B,old female,57
2019,167,64,A,old female,57
2019,167,49,B,young female,56
2019,167,122,B,old female,56
2019,167,2,A,old female,56
2019,167,46,B,young female,55
2019,167,33,B,young female,55
2019,167,33,B,young female,54
2019,167,2,A,old female,54
2019,167,38,A,young female,54
2019,167,2,A,old female,53
2019,167,32,A,young female,50
2019,167,56,B,old female,46
2019,167,5,A,old female,45
2019,167,5,A,old female,43
2019,167,5,A,old female,42
2019,167,44,B,old female,42
2019,167,97,A,old female,39
2019,167,97,A,old female,38
2019,167,27,A,young female,38
2019,167,87,A,old female,37
2019,167,98,A,old female,37
2019,167,119,B,young female,36
2019,167,4,A,old female,35
2019,167,21,B,old female,35
2019,167,21,B,old female,34
2019,167,82,A,old female,33
2019,167,95,A,old female,33
2019,167,84,A,young female,33
2019,167,100,A,old female,32
2019,167,104,A,old female,32
2019,167,107,A,young female,32
2019,167,89,A,young female,32
2019,167,89,A,young female,31
2019,167,96,B,old female,31
2019,167,5,A,old female,31
2019,167,40,B,old female,31
2019,167,47,B,young female,31
2019,167,41,B,young female,30
2019,167,63,A,old female,30
2019,167,5,A,old female,30
2019,168,130,A,old female,74
2019,168,27,A,young female,73
2019,168,109,A,young female,73
2019,168,64,A,old female,73
2019,168,30,A,young female,73
2019,168,123,A,young female,72
2019,168,27,A,young female,72
2019,168,131,B,young female,72
2019,168,51,B,young female,71
2019,168,99,A,young female,71
2019,168,29,B,young female,71
2019,168,51,B,young female,70
2019,168,29,B,young female,70
2019,168,116,B,young female,70
2019,168,122,B,old female,70
2019,168,37,B,old female,70
2019,168,30,B,young female,69
2019,168,44,B,old female,69
2019,168,38,A,young female,69
2019,168,54,B,young female,69
2019,168,38,A,young female,68
2019,168,60,B,young female,67
2019,168,46,B,young female,66
2019,168,81,B,young female,66
2019,168,3,B,young female,65
2019,168,34,B,young female,65
2019,168,81,B,young female,65
2019,168,34,B,young female,64
2019,168,81,B,young female,64
2019,168,33,B,young female,64
2019,168,70,B,young female,64
2019,168,27,A,young female,63
2019,168,46,B,young female,62
2019,168,86,B,old female,62
2019,168,129,A,old female,62
2019,168,35,A,young female,61
2019,168,54,B,young female,61
2019,168,74,A,young female,60
2019,168,47,B,young female,60
2019,168,56,B,old female,60
2019,168,49,B,young female,60
2019,168,27,A,young female,60
2019,168,49,B,young female,59
2019,168,49,B,young female,58
2019,168,49,B,young female,57
2019,168,74,A,young female,55
2019,168,119,B,young female,55
2019,168,95,A,old female,55
2019,168,98,A,old female,55
2019,168,97,A,old female,54
2019,168,102,A,old female,54
2019,168,32,A,young female,53
2019,168,124,A,old female,50
2019,168,21,B,old female,49
2019,168,107,A,young female,47
2019,168,105,B,young female,47
2019,168,105,B,young female,46
2019,168,85,B,old female,44
2019,168,87,A,old female,44
2019,168,74,A,young female,44
2019,168,82,A,old female,44
2019,168,112,A,old female,44
2019,168,96,B,old female,43
2019,168,16,B,young female,42
2019,168,125,A,young female,42
2019,168,104,A,old female,41
2019,168,100,A,old female,40
2019,168,13,B,old female,39
2019,168,74,A,young female,39
2019,168,41,B,young female,38
2019,168,89,A,young female,37
2019,168,55,A,young female,37
2019,168,126,A,old female,37
2019,168,120,B,old female,35
2019,168,74,A,young female,33
2019,168,40,B,old female,33
2019,168,40,B,old female,32
2019,168,84,A,young female,30
2019,169,45,B,old female,74
2019,169,55,A,young female,72
2019,169,122,B,old female,71
2019,169,3,B,young female,71
2019,169,3,B,young female,70
2019,169,109,A,young female,69
2019,169,84,A,young female,67
2019,169,117,A,young female,66
2019,169,29,B,young female,60
2019,169,10,B,young female,60
2019,169,116,B,young female,59
2019,169,29,B,young female,59
2019,169,10,B,young female,59
2019,169,29,B,young female,58
2019,169,27,A,young female,58
2019,169,51,B,young female,58
2019,169,2,A,old female,57
2019,169,49,B,young female,57
2019,169,110,A,old female,56
2019,169,49,B,young female,56
2019,169,38,A,young female,56
2019,169,111,A,old female,55
2019,169,15,A,young female,54
2019,169,34,B,young female,52
2019,169,32,A,young female,50
2019,169,47,B,young female,50
2019,169,32,A,young female,49
2019,169,47,B,young female,49
2019,169,124,A,old female,49
2019,169,130,A,old female,47
2019,169,31,B,young female,47
2019,169,97,A,old female,47
2019,169,31,B,young female,46
2019,169,106,A,old female,45
2019,169,97,A,old female,44
2019,169,102,A,old female,42
2019,169,1,B,young female,42
2019,169,70,B,young female,41
2019,169,1,B,young female,41
2019,169,72,A,old female,37
2019,169,46,A,young female,36
2019,169,64,A,old female,36
2019,169,46,A,young female,35
2019,169,103,B,young female,35
2019,169,33,B,young female,35
2019,169,81,B,young female,34
2019,169,95,A,old female,34
2019,169,46,B,young female,33
2019,169,46,B,young female,32
2019,169,4,A,old female,32
2019,169,60,B,young female,31
2019,169,105,B,young female,31
2019,170,27,A,young female,68
2019,170,4,A,old female,68
2019,170,32,A,young female,66
2019,170,110,A,old female,65
2019,170,109,A,young female,64
2019,170,17,A,young female,60
2019,170,92,A,old female,58
2019,170,74,A,young female,55
2019,170,97,A,old female,55
2019,170,72,A,old female,54
2019,170,64,A,old female,54
2019,170,114,A,old female,54
2019,170,102,A,old female,51
2019,170,92,A,old female,51
2019,170,73,A,old female,50
2019,170,106,A,old female,49
2019,170,35,A,young female,49
2019,170,95,A,old female,45
2019,170,87,A,old female,44
2019,170,92,A,old female,44
2019,170,17,A,young female,44
2019,170,124,A,old female,40
2019,170,83,A,old female,39
2019,170,125,A,young female,38
2019,170,93,A,old female,38
2019,170,84,A,young female,34
2019,170,104,A,old female,32
2019,170,71,A,old female,31
2019,170,99,A,young female,30
2019,171,123,A,young female,74
2019,171,112,A,old female,74
2019,171,109,A,young female,66
2019,171,64,A,old female,65
2019,171,27,A,young female,63
2019,171,50,A,old female,59
2019,171,38,A,young female,59
2019,171,2,A,old female,58
2019,171,72,A,old female,53
2019,171,92,A,old female,52
2019,171,10,A,young female,51
2019,171,106,A,old female,50
2019,171,10,A,young female,50
2019,171,35,A,young female,50
2019,171,73,A,old female,49
2019,171,15,A,young female,49
2019,171,110,A,old female,48
2019,171,97,A,old female,48
2019,171,116,A,young female,47
2019,171,19,A,old female,44
2019,171,19,A,old female,43
2019,171,31,A,young female,43
2019,171,31,A,young female,42
2019,171,102,A,old female,35
2019,171,114,A,old female,31
2019,172,88,A,old female,74
2019,172,42,A,old female,74
2019,172,92,A,old female,71
2019,172,111,A,old female,67
2019,172,64,A,old female,67
2019,172,102,A,old female,66
2019,172,124,A,old female,65
2019,172,15,A,young female,64
2019,172,73,A,old female,64
2019,172,15,A,young female,63
2019,172,73,A,old female,63
2019,172,97,A,old female,62
2019,172,27,A,young female,59
2019,172,74,A,young female,58
2019,172,106,A,old female,55
2019,172,95,A,old female,52
2019,172,4,A,old female,52
2019,172,93,A,old female,49
2019,172,87,A,old female,49
2019,172,87,A,old female,48
2019,172,125,A,young female,43
2019,172,93,A,old female,42
2019,172,5,A,old female,42
2019,172,83,A,old female,40
2019,172,114,A,old female,40
2019,172,99,A,young female,39
2019,172,130,A,old female,39
2019,172,104,A,old female,39
2019,172,82,A,old female,38
2019,172,107,A,young female,36
2019,172,126,A,old female,36
2019,172,84,A,young female,36
2019,172,63,A,old female,34
2019,172,100,A,old female,33
2019,172,129,A,old female,32
2019,172,42,A,old female,31
2019,172,98,A,old female,31
2019,173,6,A,old female,72
2019,173,6,A,old female,71
2019,173,51,B,young female,68
2019,173,45,B,old female,68
2019,173,45,B,old female,63
2019,173,116,B,young female,62
2019,173,29,B,young female,61
2019,173,29,B,young female,60
2019,173,49,B,young female,60
2019,173,2,A,old female,60
