year,night,bat,roost,sexage,minute
2019,182,120,B,old female,45
2019,182,6,A,old female,44
2019,182,2,A,old female,44
2019,182,120,B,old female,44
2019,182,13,A,old female,44
2019,182,49,B,young female,43
2019,182,113,A,young female,42
2019,182,126,A,old female,42
2019,182,19,A,old female,42
2019,182,93,A,old female,41
2019,182,19,A,old female,41
2019,182,49,B,young female,41
2019,182,19,A,old female,40
2019,182,49,B,young female,40
2019,182,93,A,old female,40
2019,182,103,B,young female,40
2019,182,99,A,young female,39
2019,182,125,A,young female,39
2019,182,63,A,old female,38
2019,182,130,A,old female,37
2019,182,93,A,old female,37
2019,182,88,A,old female,37
2019,182,44,B,old female,36
2019,182,82,A,old female,36
2019,182,34,B,young female,36
2019,182,34,B,young female,35
2019,182,86,B,old female,34
2019,182,83,A,old female,33
2019,182,100,A,old female,33
2019,182,47,B,young female,32
2019,182,16,B,young female,31
2019,182,105,B,young female,31
2019,182,119,B,young female,31
2019,182,51,B,young female,31
2019,182,93,A,old female,31
2019,182,105,B,young female,30
2019,182,40,B,old female,30
2019,182,119,B,young female,30
2019,182,51,B,young female,30
2019,183,5,A,old female,74
2019,183,64,A,old female,74
2019,183,139,A,juvenile,74
2019,183,74,A,young female,73
2019,183,105,B,young female,72
2019,183,47,B,young female,72
2019,183,114,A,old female,72
2019,183,81,B,young female,72
2019,183,114,A,old female,69
2019,183,114,A,old female,68
2019,183,113,A,young female,68
2019,183,1,B,young female,67
2019,183,114,A,old female,67
2019,183,120,B,old female,67
2019,183,113,A,young female,66
2019,183,137,A,juvenile,66
2019,183,103,B,young female,66
2019,183,103,B,young female,65
2019,183,38,A,young female,65
2019,183,44,B,old female,65
2019,183,30,B,young female,65
2019,183,30,B,young female,64
2019,183,106,A,old female,64
2019,183,10,A,young female,64
2019,183,4,A,old female,64
2019,183,106,A,old female,63
2019,183,117,A,young female,63
2019,183,105,B,young female,62
2019,183,15,A,young female,62
2019,183,2,A,old female,60
2019,183,92,A,old female,58
2019,183,116,B,young female,58
2019,183,84,A,young female,58
2019,183,116,B,young female,57
2019,183,84,A,young female,56
2019,183,1,B,young female,56
2019,183,73,A,old female,56
2019,183,19,A,old female,55
2019,183,130,A,old female,55
2019,183,1,B,young female,55
2019,183,137,A,juvenile,55
2019,183,6,A,old female,55
2019,183,83,A,old female,54
2019,183,125,A,young female,53
2019,183,93,A,old female,53
2019,183,62,B,young female,53
2019,183,99,A,young female,52
2019,183,49,B,young female,51
2019,183,74,A,young female,51
2019,183,99,A,young female,50
2019,183,82,A,old female,50
2019,183,107,A,young female,50
2019,183,17,A,young female,50
2019,183,94,A,young female,50
2019,183,100,A,old female,48
2019,183,62,B,young female,48
2019,183,62,B,young female,47
2019,183,126,A,old female,47
2019,183,144,A,young female,47
2019,183,100,A,old female,47
2019,183,46,B,young female,46
2019,183,62,B,young female,46
2019,183,99,A,young female,46
2019,183,13,A,old female,46
2019,183,114,A,old female,45
2019,183,42,A,old female,44
2019,183,96,B,old female,43
2019,183,129,A,old female,41
2019,183,86,B,old female,39
2019,183,41,B,young female,39
2019,183,63,A,old female,39
2019,183,98,A,old female,39
2019,183,51,B,young female,38
2019,183,40,B,old female,36
2019,183,126,A,old female,35
2019,183,126,A,old female,34
2019,183,29,B,young female,30
2019,184,148,A,juvenile,74
2019,184,154,A,juvenile,74
2019,184,56,A,old female,73
2019,184,84,A,young female,70
2019,184,81,B,young female,67
2019,184,81,B,young female,66
2019,184,120,B,old female,66
2019,184,81,B,young female,65
2019,184,120,B,old female,65
2019,184,149,A,juvenile,65
2019,184,51,B,young female,65
2019,184,149,A,juvenile,64
2019,184,1,B,young female,64
2019,184,6,A,old female,64
2019,184,1,B,young female,63
2019,184,88,A,old female,63
2019,184,1,B,young female,62
2019,184,145,B,juvenile,62
2019,184,142,A,juvenile,62
2019,184,137,A,juvenile,62
2019,184,145,B,juvenile,61
2019,184,137,A,juvenile,61
2019,184,142,A,juvenile,61
2019,184,151,B,juvenile,61
2019,184,5,A,old female,60
2019,184,110,A,old female,58
2019,184,99,A,young female,58
2019,184,82,A,old female,57
2019,184,16,B,young female,57
2019,184,93,A,old female,57
2019,184,107,A,young female,57
2019,184,16,B,young female,56
2019,184,107,A,young female,56
2019,184,6,A,old female,56
2019,184,13,A,old female,56
2019,184,93,A,old female,56
2019,184,16,B,young female,55
2019,184,117,A,young female,55
2019,184,86,B,old female,55
2019,184,86,B,old female,54
2019,184,2,A,old female,54
2019,184,144,A,young female,52
2019,184,144,A,young female,51
2019,184,55,A,young female,51
2019,184,93,A,old female,51
2019,184,35,A,young female,51
2019,184,100,A,old female,51
2019,184,100,A,old female,50
2019,184,83,A,old female,50
2019,184,129,A,old female,49
2019,184,98,A,old female,48
2019,184,129,A,old female,48
2019,184,5,A,old female,48
2019,184,17,A,young female,47
2019,184,10,B,young female,47
2019,184,10,B,young female,46
2019,184,42,A,old female,46
2019,184,94,A,young female,44
2019,184,94,A,young female,43
2019,185,124,A,old female,73
2019,185,81,B,young female,72
2019,185,136,A,juvenile,72
2019,185,105,B,young female,72
2019,185,1,B,young female,71
2019,185,149,A,juvenile,71
2019,185,6,A,old female,70
2019,185,6,A,old female,69
2019,185,29,B,young female,68
2019,185,64,A,old female,68
2019,185,96,B,old female,68
2019,185,34,B,young female,67
2019,185,96,B,old female,67
2019,185,1,B,young female,67
2019,185,4,A,old female,67
2019,185,1,B,young female,66
2019,185,120,B,old female,66
2019,185,151,B,juvenile,66
2019,185,84,A,young female,66
2019,185,29,B,young female,66
2019,185,56,A,old female,65
2019,185,137,A,juvenile,65
2019,185,110,A,old female,65
2019,185,106,A,old female,64
2019,185,5,A,old female,64
2019,185,41,B,young female,62
2019,185,49,B,young female,62
2019,185,41,B,young female,61
2019,185,49,B,young female,60
2019,185,153,A,juvenile,60
2019,185,117,A,young female,60
2019,185,107,A,young female,60
2019,185,49,B,young female,59
2019,185,153,A,juvenile,59
2019,185,155,B,juvenile,59
2019,185,16,B,young female,59
2019,185,93,A,old female,58
2019,185,144,A,young female,58
2019,185,142,A,juvenile,57
2019,185,17,A,young female,56
2019,185,142,A,juvenile,56
2019,185,13,A,old female,56
2019,185,99,A,young female,55
2019,185,35,A,young female,54
2019,185,35,A,young female,53
2019,185,86,B,old female,52
2019,185,40,B,old female,52
2019,185,98,A,old female,52
2019,185,40,B,old female,51
2019,185,56,A,old female,51
2019,185,100,A,old female,50
2019,185,129,A,old female,49
2019,185,83,A,old female,47
2019,185,104,A,old female,47
2019,185,63,A,old female,46
2019,185,42,A,old female,46
2019,185,56,A,old female,43
2019,186,71,B,old female,73
2019,186,103,B,young female,73
2019,186,103,B,young female,72
2019,186,71,B,old female,71
2019,186,34,B,young female,69
2019,186,47,B,young female,68
2019,186,34,B,young female,68
2019,186,1,B,young female,67
2019,186,3,B,young female,67
2019,186,29,B,young female,67
2019,186,106,A,old female,67
2019,186,106,A,old female,66
2019,186,3,B,young female,66
2019,186,6,A,old female,65
2019,186,6,A,old female,64
2019,186,4,A,old female,64
2019,186,30,B,young female,64
2019,186,152,B,juvenile,64
2019,186,105,B,young female,64
2019,186,153,A,juvenile,63
2019,186,152,B,juvenile,63
2019,186,137,A,juvenile,63
2019,186,81,B,young female,63
2019,186,111,A,old female,63
2019,186,81,B,young female,62
2019,186,111,A,old female,62
2019,186,94,A,young female,62
2019,186,140,A,juvenile,62
2019,186,72,A,old female,61
2019,186,5,A,old female,60
2019,186,145,B,juvenile,60
2019,186,64,A,old female,60
2019,186,49,B,young female,60
2019,186,49,B,young female,59
2019,186,107,A,young female,59
2019,186,145,B,juvenile,59
2019,186,16,B,young female,59
2019,186,16,B,young female,58
2019,186,49,B,young female,58
2019,186,73,A,old female,57
2019,186,44,B,old female,56
2019,186,82,A,old female,55
2019,186,117,A,young female,55
2019,186,82,A,old female,54
2019,186,142,A,juvenile,54
2019,186,83,A,old female,54
2019,186,144,A,young female,54
2019,186,86,B,old female,53
2019,186,41,B,young female,53
2019,186,84,A,young female,53
2019,186,51,B,young female,53
2019,186,63,A,old female,49
2019,186,98,A,old female,47
2019,186,96,B,old female,47
2019,186,17,A,young female,46
2019,186,129,A,old female,42
2019,186,42,A,old female,41
2019,186,99,A,young female,40
2019,186,40,B,old female,40
2019,186,40,B,old female,39
2019,186,5,A,old female,38
2019,186,99,A,young female,33
2019,187,148,A,juvenile,72
2019,187,94,A,young female,72
2019,187,94,A,young female,71
2019,187,64,A,old female,63
2019,187,139,A,juvenile,62
2019,187,99,A,young female,62
2019,187,112,A,old female,59
2019,187,140,A,juvenile,59
2019,187,99,A,young female,58
2019,187,104,A,old female,57
2019,187,84,A,young female,52
2019,187,137,A,juvenile,52
2019,187,106,A,old female,52
2019,187,111,A,old female,50
2019,187,38,A,young female,50
2019,187,107,A,young female,49
2019,187,63,A,old female,46
2019,187,73,A,old female,45
2019,187,149,A,juvenile,45
2019,187,30,B,young female,45
2019,187,81,B,young female,44
2019,187,74,A,young female,44
2019,187,93,A,old female,44
2019,187,153,A,juvenile,43
2019,187,81,B,young female,43
2019,187,74,A,young female,43
2019,187,74,A,young female,42
2019,187,153,A,juvenile,42
2019,187,94,A,young female,42
2019,187,3,B,young female,40
2019,187,40,B,old female,40
2019,187,151,B,juvenile,40
2019,187,81,B,young female,40
2019,187,3,B,young female,39
2019,187,104,A,old female,39
2019,187,94,A,young female,39
2019,187,120,B,old female,39
2019,187,151,B,juvenile,39
2019,187,17,A,young female,39
2019,187,81,B,young female,39
2019,187,114,A,old female,38
2019,187,151,B,juvenile,38
2019,187,81,B,young female,38
2019,187,3,B,young female,38
2019,187,130,A,old female,38
2019,187,151,B,juvenile,37
2019,187,152,B,juvenile,37
2019,187,123,B,young female,37
2019,187,103,B,young female,37
2019,187,49,B,young female,37
2019,187,73,A,old female,36
2019,187,152,B,juvenile,36
2019,187,152,B,juvenile,35
2019,187,41,B,young female,35
2019,187,117,A,young female,33
2019,187,136,A,juvenile,33
2019,187,4,A,old female,32
2019,187,155,B,juvenile,32
2019,187,29,B,young female,31
2019,187,142,A,juvenile,31
2019,187,1,B,young female,31
2019,187,1,B,young female,30
2019,187,34,B,young female,30
2019,187,47,B,young female,30
2019,187,29,B,young female,30
2019,187,145,B,juvenile,30
2019,187,44,B,old female,30
2019,187,83,A,old female,30
2019,187,105,B,young female,30
2019,188,71,A,old female,72
2019,188,29,B,young female,72
2019,188,71,A,old female,71
2019,188,34,B,young female,67
2019,188,64,A,old female,65
2019,188,105,B,young female,65
2019,188,111,A,old female,65
2019,188,105,B,young female,63
2019,188,34,B,young female,63
2019,188,152,B,juvenile,63
2019,188,103,B,young female,63
2019,188,34,B,young female,62
2019,188,152,B,juvenile,62
2019,188,47,B,young female,62
2019,188,106,A,old female,62
2019,188,103,B,young female,62
2019,188,34,B,young female,61
2019,188,81,B,young female,61
2019,188,138,A,juvenile,60
2019,188,84,A,young female,60
2019,188,120,B,old female,60
2019,188,3,B,young female,60
2019,188,1,B,young female,59
2019,188,120,B,old female,59
2019,188,3,B,young female,59
2019,188,30,B,young female,59
2019,188,83,A,old female,59
2019,188,30,B,young female,58
2019,188,107,A,young female,58
2019,188,4,A,old female,57
2019,188,35,A,young female,55
2019,188,82,A,old female,54
2019,188,153,A,juvenile,54
2019,188,49,B,young female,53
2019,188,40,B,old female,53
2019,188,44,B,old female,53
2019,188,130,A,old female,52
2019,188,110,A,old female,52
2019,188,55,A,young female,52
2019,188,44,B,old female,51
2019,188,155,B,juvenile,50
2019,188,150,A,juvenile,50
2019,188,117,A,young female,49
2019,188,150,A,juvenile,49
2019,188,117,A,young female,48
2019,188,150,A,juvenile,48
2019,188,143,A,old female,48
2019,188,57,A,old female,48
2019,188,149,A,juvenile,48
2019,188,149,A,juvenile,47
2019,188,57,A,old female,47
2019,188,146,B,juvenile,46
2019,188,98,A,old female,46
2019,188,98,A,old female,45
2019,188,146,B,juvenile,45
2019,188,16,B,young female,45
2019,188,41,B,young female,45
2019,188,16,B,young female,44
2019,188,41,B,young female,44
2019,188,146,B,juvenile,44
2019,188,73,A,old female,44
2019,188,38,A,young female,44
2019,188,17,A,young female,44
2019,188,27,A,young female,43
2019,188,145,B,juvenile,43
2019,188,44,B,old female,43
2019,188,142,B,juvenile,42
2019,188,142,B,juvenile,41
2019,188,151,B,juvenile,41
2019,188,42,A,old female,41
2019,188,93,A,old female,40
2019,188,34,B,young female,37
2019,188,5,A,old female,36
2019,188,129,A,old female,35
2019,189,6,B,old female,73
2019,189,51,A,young female,73
2019,189,29,B,young female,72
2019,189,47,B,young female,71
2019,189,5,A,old female,71
2019,189,103,B,young female,71
2019,189,103,B,young female,70
2019,189,51,A,young female,68
2019,189,51,A,young female,67
2019,189,88,B,old female,64
2019,189,5,A,old female,64
2019,189,44,B,old female,63
2019,189,88,B,old female,61
2019,189,44,B,old female,59
2019,189,119,B,young female,58
2019,189,119,B,young female,57
2019,189,4,A,old female,54
2019,189,81,B,young female,54
2019,189,146,B,juvenile,51
2019,189,83,A,old female,51
2019,189,30,B,young female,51
2019,189,38,A,young female,51
2019,189,40,B,old female,50
2019,189,49,B,young female,50
2019,189,3,B,young female,49
2019,189,3,B,young female,48
2019,189,3,B,young female,47
2019,189,3,B,young female,46
2019,189,145,B,juvenile,46
2019,189,27,A,young female,46
2019,189,152,B,juvenile,45
2019,189,27,A,young female,45
2019,189,34,B,young female,45
2019,189,120,B,old female,44
2019,189,34,B,young female,44
2019,189,123,B,young female,44
2019,189,32,A,young female,43
2019,189,73,A,old female,43
2019,189,84,A,young female,43
2019,189,63,A,old female,41
2019,189,1,B,young female,41
2019,189,1,B,young female,40
2019,189,63,A,old female,40
2019,189,117,A,young female,40
2019,189,153,A,juvenile,40
2019,189,130,A,old female,40
2019,189,142,B,juvenile,40
2019,189,1,B,young female,39
2019,189,151,B,juvenile,39
2019,189,155,B,juvenile,39
2019,189,151,B,juvenile,38
2019,189,142,B,juvenile,38
2019,189,82,A,old female,37
2019,189,41,B,young female,37
2019,189,145,B,juvenile,37
2019,189,145,B,juvenile,36
2019,189,155,B,juvenile,36
2019,189,16,B,young female,35
2019,189,111,A,old female,35
2019,189,137,A,juvenile,34
2019,189,129,A,old female,31
2019,190,6,A,old female,71
2019,190,2,A,old female,69
2019,190,2,A,old female,68
2019,190,2,A,old female,65
2019,190,106,A,old female,64
2019,190,64,A,old female,63
2019,190,106,A,old female,63
2019,190,103,B,young female,63
2019,190,103,B,young female,62
2019,190,64,A,old female,62
2019,190,73,A,old female,61
2019,190,2,A,old female,61
2019,190,47,B,young female,59
2019,190,47,B,young female,58
2019,190,116,A,young female,57
2019,190,123,A,young female,57
2019,190,38,A,young female,56
2019,190,38,A,young female,55
2019,190,146,B,juvenile,54
2019,190,10,B,young female,54
2019,190,44,B,old female,54
2019,190,146,B,juvenile,53
2019,190,44,B,old female,53
2019,190,34,B,young female,52
2019,190,152,B,juvenile,52
2019,190,6,A,old female,52
2019,190,81,B,young female,52
2019,190,17,A,young female,50
2019,190,3,B,young female,49
2019,190,84,A,young female,49
2019,190,140,A,juvenile,48
2019,190,40,B,old female,48
2019,190,120,B,old female,46
2019,190,40,B,old female,46
2019,190,40,B,old female,45
2019,190,111,A,old female,42
2019,190,107,A,young female,42
2019,190,149,A,juvenile,42
2019,190,142,B,juvenile,41
2019,190,145,B,juvenile,41
2019,190,145,B,juvenile,40
2019,190,117,A,young female,40
2019,190,142,B,juvenile,40
2019,190,145,B,juvenile,39
2019,190,30,B,young female,39
2019,190,63,A,old female,39
2019,190,4,A,old female,39
2019,190,1,B,young female,39
2019,190,155,B,juvenile,39
2019,190,142,B,juvenile,39
2019,190,151,B,juvenile,38
2019,190,82,A,old female,37
2019,190,96,B,old female,36
2019,190,154,B,juvenile,35
2019,190,154,B,juvenile,34
2019,190,139,A,juvenile,34
2019,190,129,A,old female,34
2019,190,98,A,old female,34
2019,190,42,A,old female,33
2019,191,47,A,young female,65
2019,191,47,B,young female,63
2019,191,29,B,young female,63
2019,191,47,B,young female,62
2019,191,29,B,young female,62
2019,191,152,B,juvenile,59
2019,191,34,B,young female,59
2019,191,140,B,juvenile,58
2019,191,140,B,juvenile,57
2019,191,34,B,young female,57
2019,191,34,B,young female,56
2019,191,140,B,juvenile,56
2019,191,83,A,old female,55
2019,191,34,B,young female,55
2019,191,140,B,juvenile,55
2019,191,140,B,juvenile,54
2019,191,149,A,juvenile,54
2019,191,124,B,old female,54
2019,191,49,B,young female,54
2019,191,30,B,young female,53
2019,191,120,B,old female,53
2019,191,140,B,juvenile,53
2019,191,1,B,young female,52
2019,191,103,B,young female,52
2019,191,111,A,old female,51
2019,191,103,B,young female,51
2019,191,3,B,young female,51
2019,191,1,B,young female,51
2019,191,1,B,young female,50
2019,191,140,A,juvenile,50
2019,191,120,B,old female,50
2019,191,107,A,young female,50
2019,191,2,B,old female,49
2019,191,84,A,young female,48
2019,191,2,B,old female,48
2019,191,16,B,young female,46
2019,191,146,B,juvenile,45
2019,191,155,B,juvenile,45
2019,191,155,B,juvenile,44
2019,191,146,B,juvenile,44
2019,191,145,B,juvenile,44
2019,191,44,B,old female,42
2019,191,40,B,old female,40
2019,191,130,B,old female,40
2019,191,42,A,old female,40
2019,191,142,B,juvenile,40
2019,191,129,A,old female,39
2019,191,139,A,juvenile,39
2019,191,139,A,juvenile,38
2019,191,96,B,old female,38
2019,191,63,A,old female,37
2019,191,63,A,old female,36
2019,191,117,A,young female,36
2019,192,162,A,juvenile,74
2019,192,123,A,young female,74
2019,192,123,A,young female,72
2019,192,124,B,old female,67
2019,192,34,B,young female,67
2019,192,34,B,young female,66
2019,192,106,A,old female,63
2019,192,103,B,young female,62
2019,192,152,B,juvenile,62
2019,192,73,A,old female,57
2019,192,44,A,old female,53
2019,192,149,A,juvenile,53
2019,192,81,B,young female,52
2019,192,73,A,old female,52
2019,192,30,B,young female,52
2019,192,6,B,old female,52
2019,192,1,B,young female,52
2019,192,6,B,old female,51
2019,192,1,B,young female,51
2019,192,111,A,old female,51
2019,192,44,A,old female,51
2019,192,120,B,old female,51
2019,192,44,B,old female,49
2019,192,160,A,juvenile,49
2019,192,139,A,juvenile,49
2019,192,129,A,old female,49
2019,192,130,A,old female,49
2019,192,82,A,old female,48
2019,192,16,B,young female,48
2019,192,84,A,young female,48
2019,192,137,A,juvenile,48
2019,192,117,A,young female,48
2019,192,137,A,juvenile,47
2019,192,40,B,old female,47
2019,192,40,B,old female,46
2019,192,4,A,old female,46
2019,192,165,B,juvenile,44
2019,192,155,B,juvenile,44
2019,192,162,A,juvenile,44
2019,192,142,B,juvenile,44
2019,192,145,B,juvenile,44
2019,192,145,B,juvenile,43
2019,192,145,B,juvenile,40
2019,192,42,A,old female,40
2019,192,164,A,juvenile,38
2019,192,146,B,juvenile,38
2019,192,146,B,juvenile,37
2019,192,164,A,juvenile,37
2019,192,145,B,juvenile,37
2019,193,102,A,old female,59
2019,193,102,A,old female,58
2019,193,116,A,young female,55
2019,193,116,A,young female,54
2019,193,84,A,young female,49
2019,193,47,B,young female,47
2019,193,146,B,juvenile,47
2019,193,146,B,juvenile,46
2019,193,152,B,juvenile,46
2019,193,152,B,juvenile,45
2019,193,38,A,young female,43
2019,193,49,B,young female,42
2019,193,30,B,young female,42
2019,193,160,A,juvenile,41
2019,193,27,A,young female,40
2019,193,124,B,old female,38
2019,193,30,A,young female,38
2019,193,148,A,juvenile,37
2019,193,49,A,young female,37
2019,193,51,A,young female,37
2019,193,30,A,young female,37
2019,193,130,A,old female,37
2019,193,30,A,young female,36
2019,193,130,A,old female,36
2019,193,51,A,young female,36
2019,193,148,A,juvenile,36
2019,193,49,A,young female,36
2019,193,120,A,old female,36
2019,193,111,A,old female,36
2019,193,117,A,young female,35
2019,193,111,A,old female,35
2019,193,95,A,old female,35
2019,193,162,A,juvenile,33
2019,193,169,A,juvenile,33
2019,193,129,A,old female,31
2019,193,150,A,juvenile,30
2019,194,116,A,young female,72
2019,194,106,A,old female,58
2019,194,146,B,juvenile,48
2019,194,146,B,juvenile,47
2019,194,120,B,old female,46
2019,194,130,A,old female,46
2019,194,103,B,young female,45
2019,194,49,B,young female,45
2019,194,120,B,old female,45
2019,194,120,B,old female,44
2019,194,107,A,young female,44
2019,194,2,A,old female,43
2019,194,145,B,juvenile,43
2019,194,111,A,old female,42
2019,194,120,A,old female,41
2019,194,124,B,old female,41
2019,194,111,A,old female,41
2019,194,164,A,juvenile,41
2019,194,169,B,juvenile,41
2019,194,160,A,juvenile,41
2019,194,155,B,juvenile,41
2019,194,47,B,young female,40
2019,194,155,B,juvenile,40
2019,194,51,A,young female,40
2019,194,84,A,young female,40
2019,194,82,A,old female,40
2019,194,71,A,old female,39
2019,194,95,A,old female,38
2019,194,100,A,old female,36
2019,194,149,A,juvenile,36
2019,194,129,A,old female,36
2019,194,140,A,juvenile,36
2019,194,161,A,juvenile,35
2019,194,140,A,juvenile,35
2019,194,27,A,young female,34
2019,194,63,A,old female,33
2019,194,38,A,young female,33
2019,194,42,A,old female,31
2019,194,162,A,juvenile,30
2019,195,177,B,juvenile,72
2019,195,179,A,juvenile,69
2019,195,14,A,old female,68
2019,195,14,A,old female,66
2019,195,17,A,young female,61
2019,195,109,A,young female,61
2019,195,49,A,young female,55
2019,195,103,B,young female,50
2019,195,16,B,young female,50
2019,195,164,A,juvenile,49
2019,195,16,B,young female,49
2019,195,164,A,juvenile,48
2019,195,109,A,young female,48
2019,195,145,B,juvenile,47
2019,195,145,B,juvenile,46
2019,195,82,A,old female,46
2019,195,160,A,juvenile,43
2019,195,152,B,juvenile,43
2019,195,148,A,juvenile,42
2019,195,160,A,juvenile,42
2019,195,111,A,old female,42
2019,195,84,A,young female,42
2019,195,51,A,young female,42
2019,195,51,A,young female,41
2019,195,5,A,old female,40
2019,195,147,A,juvenile,39
2019,195,155,A,juvenile,38
2019,195,168,A,juvenile,37
2019,195,153,A,juvenile,36
2019,195,129,A,old female,36
2019,195,179,A,juvenile,36
2019,195,63,A,old female,35
2019,195,183,B,juvenile,35
2019,195,42,A,old female,35
2019,195,149,A,juvenile,35
2019,195,4,A,old female,35
2019,195,4,A,old female,34
2019,195,177,B,juvenile,33
2019,195,139,A,juvenile,32
2019,195,98,A,old female,32
2019,195,27,A,young female,31
2019,195,173,A,juvenile,31
2019,195,173,A,juvenile,30
2019,196,64,A,old female,67
2019,196,64,A,old female,65
2019,196,116,A,young female,54
2019,196,179,A,juvenile,54
2019,196,116,A,young female,53
2019,196,179,A,juvenile,53
2019,196,82,A,old female,50
2019,196,82,A,old female,49
2019,196,107,A,young female,44
2019,196,160,A,juvenile,43
2019,196,88,A,old female,43
2019,196,5,A,old female,42
2019,196,164,A,juvenile,40
2019,196,4,A,old female,40
2019,196,164,A,juvenile,39
2019,196,51,A,young female,39
2019,196,155,A,juvenile,38
2019,196,111,A,old female,38
2019,196,16,B,young female,37
2019,196,152,B,juvenile,37
2019,196,117,A,young female,37
2019,196,169,B,juvenile,37
2019,196,96,B,old female,36
2019,196,129,A,old female,36
2019,196,149,A,juvenile,36
2019,196,29,B,young female,36
2019,196,27,A,young female,36
2019,196,29,B,young female,35
2019,196,84,A,young female,34
2019,196,173,A,juvenile,34
2019,196,177,B,juvenile,33
2019,196,42,A,old female,33
2019,196,165,B,juvenile,32
2019,196,165,B,juvenile,31
2019,196,176,A,juvenile,30
2019,197,179,A,juvenile,70
2019,197,109,A,young female,69
2019,197,55,A,young female,63
2019,197,47,B,young female,62
2019,197,84,A,young female,61
2019,197,84,A,young female,60
2019,197,27,A,young female,60
2019,197,82,A,old female,59
2019,197,83,A,old female,57
2019,197,107,A,young female,57
2019,197,47,A,young female,53
2019,197,140,A,juvenile,52
2019,197,140,A,juvenile,51
2019,197,164,A,juvenile,51
2019,197,164,A,juvenile,50
2019,197,51,A,young female,50
2019,197,160,A,juvenile,48
2019,197,83,A,old female,45
2019,197,111,A,old female,45
2019,197,111,A,old female,44
2019,197,117,A,young female,44
2019,197,56,A,old female,44
2019,197,56,A,old female,43
2019,197,3,A,young female,43
2019,197,149,A,juvenile,43
2019,197,155,A,juvenile,42
2019,197,155,A,juvenile,41
2019,197,129,A,old female,39
2019,197,42,A,old female,39
2019,197,173,A,juvenile,38
2019,197,153,A,juvenile,38
2019,197,96,B,old female,38
2019,197,96,B,old female,37
2019,197,171,A,juvenile,36
2019,197,135,A,juvenile,36
2019,197,41,B,young female,36
2019,197,41,B,young female,35
2019,197,130,A,old female,35
2019,197,146,B,juvenile,35
2019,197,146,B,juvenile,34
2019,197,166,B,juvenile,34
2019,197,177,B,juvenile,33
2019,197,161,A,juvenile,33
2019,197,161,A,juvenile,32
2019,197,183,B,juvenile,32
2019,198,191,A,juvenile,69
2019,198,81,A,young female,55
2019,198,179,A,juvenile,55
2019,198,179,A,juvenile,54
2019,198,81,A,young female,54
2019,198,107,A,young female,54
2019,198,84,A,young female,52
2019,198,82,A,old female,43
2019,198,92,A,old female,43
2019,198,51,A,young female,43
2019,198,51,A,young female,42
2019,198,164,A,juvenile,42
2019,198,95,A,old female,42
2019,198,27,A,young female,40
2019,198,111,A,old female,40
2019,198,111,A,old female,39
2019,198,160,A,juvenile,39
2019,198,27,A,young female,39
2019,198,117,A,young female,39
2019,198,117,A,young female,38
2019,198,153,A,juvenile,38
2019,198,148,A,juvenile,38
2019,198,4,A,old female,38
2019,198,148,A,juvenile,37
2019,198,63,A,old female,33
2019,198,155,A,juvenile,32
2019,198,42,A,old female,32
2019,198,173,A,juvenile,32
2019,198,129,A,old female,32
2019,198,155,A,juvenile,31
2019,198,161,A,juvenile,31
2019,198,71,A,old female,31
2019,199,81,A,young female,53
2019,199,49,A,young female,53
2019,199,49,A,young female,52
2019,199,147,A,juvenile,51
2019,199,107,A,young female,49
2019,199,84,A,young female,45
2019,199,82,A,old female,44
2019,199,160,A,juvenile,42
2019,199,51,A,young female,40
2019,199,51,A,young female,39
2019,199,179,A,juvenile,39
2019,199,111,A,old female,39
2019,199,95,D,old female,39
2019,199,192,A,juvenile,38
2019,199,95,A,old female,38
2019,199,155,A,juvenile,38
2019,199,6,A,old female,36
2019,199,173,A,juvenile,36
2019,199,164,A,juvenile,36
2019,199,173,A,juvenile,35
2019,199,145,A,juvenile,35
2019,199,27,A,young female,34
2019,199,129,A,old female,34
2019,199,177,A,juvenile,34
2019,199,177,A,juvenile,33
2019,199,27,A,young female,33
2019,199,195,A,juvenile,33
2019,199,117,A,young female,33
2019,199,153,A,juvenile,33
2019,199,4,A,old female,33
2019,199,71,A,old female,33
2019,199,169,D,juvenile,32
2019,199,161,A,juvenile,30
2019,199,42,A,old female,30
2019,200,114,D,old female,40
2019,200,114,D,old female,39
2019,200,6,A,old female,32
2019,200,149,A,juvenile,32
2019,200,178,A,juvenile,32
2019,200,179,A,juvenile,31
2019,200,6,A,old female,31
2019,200,178,A,juvenile,31
2019,200,82,A,old female,31
2019,200,149,A,juvenile,31
2019,200,84,A,young female,31
2019,200,117,A,young female,31
2019,200,107,A,young female,31
2019,200,129,A,old female,31
2019,200,140,A,juvenile,31
2019,200,160,A,juvenile,30
2019,200,140,A,juvenile,30
2019,200,107,A,young female,30
2019,200,117,A,young female,30
2019,200,129,A,old female,30
2019,200,27,A,young female,30
2019,200,164,A,juvenile,30
2019,200,111,A,old female,30
2019,201,81,D,young female,37
2019,201,117,A,young female,36
2019,201,81,A,young female,36
2019,201,117,A,young female,35
2019,201,51,A,young female,35
2019,201,81,D,young female,35
2019,201,27,D,young female,33
2019,201,129,A,old female,33
2019,201,4,A,old female,32
2019,201,27,D,young female,32
2019,201,84,A,young female,32
2019,201,188,A,juvenile,32
2019,201,63,A,old female,31
2019,201,164,A,juvenile,31
2019,201,153,A,juvenile,31
2019,201,155,A,juvenile,31
2019,201,153,A,juvenile,30
